Epoch,Batch,Filename,Augmentation,True Labels,Predicted Labels,Probabilities
1,2,1099_288_box_2.png,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.4026,Ditch:0.4728,Crater:0.5851,Waves:0.6089"
1,2,2611_205_box_3.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4433,Ditch:0.3585,Crater:0.3865,Waves:0.3085"
1,2,2518_214_box_4.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4089,Ditch:0.3630,Crater:0.3291,Waves:0.4741"
1,2,1074_278_box_2.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6201,Ditch:0.3096,Crater:0.2951,Waves:0.2446"
1,2,837_173_box_6.png,flip_y,"0.0,1.0,0.0,0.0","1,0,0,1","Good_layer:0.5426,Ditch:0.3915,Crater:0.4212,Waves:0.5498"
1,2,2566_115_box_1.png,flip_y,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.2028,Ditch:0.1712,Crater:0.1453,Waves:0.6490"
1,2,407_199_box_7.png,flip_x,"0.0,1.0,1.0,0.0","1,0,0,1","Good_layer:0.5499,Ditch:0.4064,Crater:0.4471,Waves:0.5097"
1,2,1344_291_box_1.png,none,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.4010,Ditch:0.4888,Crater:0.4497,Waves:0.3985"
1,2,597_307_box_1.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.3944,Ditch:0.4170,Crater:0.5127,Waves:0.4561"
1,2,2046_247_box_1.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4470,Ditch:0.4128,Crater:0.3021,Waves:0.4269"
1,2,1817_42_box_4.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4098,Ditch:0.4736,Crater:0.2781,Waves:0.2884"
1,2,1815_101_box_5.png,none,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.2844,Ditch:0.4602,Crater:0.6145,Waves:0.4423"
1,2,197_315_box_3.png,none,"0.0,0.0,1.0,0.0","0,1,0,1","Good_layer:0.3756,Ditch:0.5690,Crater:0.4526,Waves:0.5209"
1,2,2322_29_box_6.png,combo,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3657,Ditch:0.4301,Crater:0.4474,Waves:0.3099"
1,2,1511_325_box_4.png,none,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.3393,Ditch:0.7316,Crater:0.6865,Waves:0.2974"
1,2,1431_290_box_0.png,none,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.3010,Ditch:0.4173,Crater:0.4751,Waves:0.2064"
1,2,440_40_box_7.png,flip_x,"0.0,0.0,0.0,1.0","1,0,0,1","Good_layer:0.5250,Ditch:0.4527,Crater:0.3640,Waves:0.5765"
1,2,264_49_box_1.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3818,Ditch:0.3692,Crater:0.4041,Waves:0.4241"
1,2,1157_07_box_5.png,none,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.5112,Ditch:0.4182,Crater:0.4216,Waves:0.4289"
1,2,895_317_box_1.png,none,"0.0,0.0,1.0,0.0","0,1,1,1","Good_layer:0.3768,Ditch:0.5285,Crater:0.5184,Waves:0.5053"
1,2,849_88_box_6.png,combo,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.4532,Ditch:0.3757,Crater:0.4386,Waves:0.3752"
1,2,42_38_box_5.png,none,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.4651,Ditch:0.4387,Crater:0.4787,Waves:0.5884"
1,2,2401_83_box_5.png,none,"0.0,0.0,1.0,0.0","1,1,0,0","Good_layer:0.5629,Ditch:0.5171,Crater:0.4953,Waves:0.4462"
1,2,309_121_box_3.png,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.2311,Ditch:0.4104,Crater:0.5667,Waves:0.5403"
1,2,2523_38_box_4.png,flip_y,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3945,Ditch:0.4577,Crater:0.3384,Waves:0.4498"
1,2,1683_98_box_6.png,flip_x,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.4536,Ditch:0.4095,Crater:0.8266,Waves:0.1541"
1,2,1758_156_box_6.png,none,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.3977,Ditch:0.4163,Crater:0.4707,Waves:0.4981"
1,2,1323_330_box_4.png,rotate180,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.4628,Ditch:0.4359,Crater:0.6862,Waves:0.2970"
1,2,1890_163_box_3.png,none,"0.0,1.0,0.0,0.0","1,1,0,1","Good_layer:0.6180,Ditch:0.6264,Crater:0.3005,Waves:0.7219"
1,2,1267_271_box_1.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5744,Ditch:0.2576,Crater:0.2559,Waves:0.3632"
1,2,748_307_box_6.png,none,"0.0,0.0,1.0,0.0","0,1,0,1","Good_layer:0.4759,Ditch:0.5343,Crater:0.3942,Waves:0.5669"
1,3,1792_162_box_2.png,none,"0.0,1.0,0.0,0.0","0,0,1,1","Good_layer:0.2372,Ditch:0.4104,Crater:0.5871,Waves:0.5562"
1,3,1612_162_box_5.png,none,"0.0,1.0,0.0,0.0","0,0,0,1","Good_layer:0.4513,Ditch:0.3445,Crater:0.4239,Waves:0.5513"
1,3,2383_46_box_2.png,flip_x,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.4527,Ditch:0.4384,Crater:0.5080,Waves:0.4901"
1,3,2074_46_box_3.png,flip_y,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.3703,Ditch:0.3528,Crater:0.5302,Waves:0.5077"
1,3,1496_40_box_1.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3215,Ditch:0.4286,Crater:0.4706,Waves:0.5935"
1,3,2383_46_box_2.png,flip_x,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5126,Ditch:0.4752,Crater:0.4667,Waves:0.4063"
1,3,888_128_box_0.png,rotate180,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.1917,Ditch:0.9165,Crater:0.3715,Waves:0.2327"
1,3,2156_39_box_6.png,rotate180,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5434,Ditch:0.4338,Crater:0.3686,Waves:0.4708"
1,3,2615_70_box_1.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.4613,Ditch:0.4310,Crater:0.5200,Waves:0.4375"
1,3,568_48_box_4.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3969,Ditch:0.3372,Crater:0.4792,Waves:0.2942"
1,3,1382_246_box_7.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4963,Ditch:0.1324,Crater:0.2032,Waves:0.1164"
1,3,2383_46_box_2.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4335,Ditch:0.4092,Crater:0.4355,Waves:0.4901"
1,3,1172_36_box_3.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.4924,Ditch:0.4166,Crater:0.4599,Waves:0.5334"
1,3,1356_40_box_5.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4653,Ditch:0.4316,Crater:0.4278,Waves:0.4432"
1,3,2324_336_box_3.png,none,"0.0,0.0,1.0,0.0","0,1,0,0","Good_layer:0.3680,Ditch:0.5612,Crater:0.4545,Waves:0.2118"
1,3,490_09_box_5.png,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.5399,Ditch:0.3002,Crater:0.3415,Waves:0.6063"
1,3,85_12_box_4.png,none,"1.0,0.0,0.0,0.0","0,0,0,1","Good_layer:0.3579,Ditch:0.3308,Crater:0.2199,Waves:0.6222"
1,3,1374_177_box_0.png,rotate180,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.3019,Ditch:0.6274,Crater:0.6040,Waves:0.1003"
1,3,931_42_box_0.png,combo,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5001,Ditch:0.3725,Crater:0.4031,Waves:0.4738"
1,3,574_176_box_7.png,flip_y,"0.0,1.0,0.0,0.0","0,0,0,0","Good_layer:0.4033,Ditch:0.3710,Crater:0.3302,Waves:0.3683"
1,3,1469_40_box_0.png,combo,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5521,Ditch:0.3838,Crater:0.3591,Waves:0.4582"
1,3,2044_23_box_0.png,rotate180,"0.0,1.0,0.0,0.0","1,0,0,1","Good_layer:0.5345,Ditch:0.3298,Crater:0.3236,Waves:0.5115"
1,3,2015_268_box_1.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4756,Ditch:0.1966,Crater:0.4312,Waves:0.3042"
1,3,1770_49_box_0.png,none,"0.0,0.0,1.0,1.0","0,0,0,0","Good_layer:0.3647,Ditch:0.4118,Crater:0.2407,Waves:0.1365"
1,3,1431_290_box_0.png,flip_x,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.2890,Ditch:0.3209,Crater:0.4405,Waves:0.2162"
1,3,2156_39_box_6.png,combo,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4704,Ditch:0.3782,Crater:0.4071,Waves:0.4787"
1,3,2288_295_box_3.png,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.3390,Ditch:0.4193,Crater:0.5040,Waves:0.5538"
1,3,1118_325_box_5.png,flip_y,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.2758,Ditch:0.2415,Crater:0.5320,Waves:0.6010"
1,3,2169_138_box_3.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5696,Ditch:0.4827,Crater:0.3531,Waves:0.4138"
1,3,87_142_box_6.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5395,Ditch:0.3575,Crater:0.3544,Waves:0.4806"
1,3,2415_46_box_0.png,flip_x,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.4907,Ditch:0.4425,Crater:0.5040,Waves:0.5528"
1,3,1580_175_box_7.png,rotate180,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.5206,Ditch:0.3842,Crater:0.4257,Waves:0.4909"
1,4,228_41_box_1.png,flip_y,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.4514,Ditch:0.4631,Crater:0.5071,Waves:0.6305"
1,4,2454_29_box_7.png,flip_y,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4296,Ditch:0.2950,Crater:0.4284,Waves:0.3540"
1,4,582_55_box_4.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4019,Ditch:0.3617,Crater:0.3759,Waves:0.2679"
1,4,656_168_box_7.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4884,Ditch:0.3646,Crater:0.3882,Waves:0.4924"
1,4,1310_328_box_6.png,none,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.3313,Ditch:0.5437,Crater:0.5642,Waves:0.1518"
1,4,2027_328_box_2.png,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.3586,Ditch:0.4829,Crater:0.5471,Waves:0.6310"
1,4,906_78_box_5.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4970,Ditch:0.4658,Crater:0.3796,Waves:0.4693"
1,4,785_82_box_7.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4376,Ditch:0.4841,Crater:0.3709,Waves:0.4267"
1,4,1458_209_box_3.png,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.3066,Ditch:0.5114,Crater:0.2323,Waves:0.3025"
1,4,2540_273_box_2.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4039,Ditch:0.2470,Crater:0.2278,Waves:0.3926"
1,4,2183_48_box_1.png,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3899,Ditch:0.3447,Crater:0.4139,Waves:0.5326"
1,4,2428_254_box_1.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5746,Ditch:0.2602,Crater:0.2843,Waves:0.4247"
1,4,2415_46_box_0.png,flip_y,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4053,Ditch:0.4239,Crater:0.3176,Waves:0.4968"
1,4,1589_248_box_3.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5530,Ditch:0.1740,Crater:0.2086,Waves:0.2851"
1,4,1087_277_box_2.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.3754,Ditch:0.1783,Crater:0.2611,Waves:0.4451"
1,4,1395_175_box_2.png,combo,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.5549,Ditch:0.3518,Crater:0.3582,Waves:0.4384"
1,4,264_49_box_1.png,flip_y,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4237,Ditch:0.4470,Crater:0.3956,Waves:0.3191"
1,4,1987_318_box_2.png,none,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.3297,Ditch:0.3486,Crater:0.4677,Waves:0.5841"
1,4,2184_38_box_1.png,combo,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3194,Ditch:0.3692,Crater:0.3453,Waves:0.4904"
1,4,517_203_box_4.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.3879,Ditch:0.3627,Crater:0.3542,Waves:0.4500"
1,4,1957_103_box_1.png,combo,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.4502,Ditch:0.5286,Crater:0.6123,Waves:0.2928"
1,4,1006_197_box_3.png,rotate180,"0.0,1.0,0.0,0.0","0,0,0,0","Good_layer:0.4819,Ditch:0.4581,Crater:0.3706,Waves:0.4564"
1,4,1654_248_box_6.png,none,"1.0,0.0,0.0,0.0","1,1,0,1","Good_layer:0.5556,Ditch:0.5093,Crater:0.3896,Waves:0.6945"
1,4,1529_92_box_0.png,none,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.1104,Ditch:0.6507,Crater:0.5361,Waves:0.0840"
1,4,2523_38_box_4.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4863,Ditch:0.4218,Crater:0.4278,Waves:0.4123"
1,4,617_41_box_2.png,flip_y,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3424,Ditch:0.3918,Crater:0.3570,Waves:0.6521"
1,4,1118_325_box_5.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2363,Ditch:0.4581,Crater:0.7188,Waves:0.3386"
1,4,931_42_box_0.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4544,Ditch:0.3508,Crater:0.4145,Waves:0.4428"
1,4,44_175_box_3.png,none,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.5227,Ditch:0.3203,Crater:0.4011,Waves:0.4385"
1,4,2323_307_box_0.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2907,Ditch:0.4065,Crater:0.5878,Waves:0.3433"
1,4,191_185_box_3.png,none,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.4913,Ditch:0.4445,Crater:0.4345,Waves:0.5223"
1,4,2390_288_box_0.png,flip_x,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.2327,Ditch:0.4433,Crater:0.4876,Waves:0.5391"
1,5,1173_256_box_6.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.2847,Ditch:0.2746,Crater:0.3166,Waves:0.3824"
1,5,1485_256_box_7.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5919,Ditch:0.3516,Crater:0.2712,Waves:0.3984"
1,5,754_211_box_1.png,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.5485,Ditch:0.3271,Crater:0.3432,Waves:0.5679"
1,5,2155_219_box_1.png,none,"0.0,1.0,0.0,0.0","0,0,0,0","Good_layer:0.4901,Ditch:0.3537,Crater:0.2911,Waves:0.4209"
1,5,2523_38_box_4.png,combo,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5134,Ditch:0.4067,Crater:0.4201,Waves:0.4803"
1,5,278_293_box_7.png,none,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.3780,Ditch:0.4128,Crater:0.4615,Waves:0.5383"
1,5,1140_294_box_7.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5790,Ditch:0.4121,Crater:0.2998,Waves:0.3865"
1,5,1247_177_box_6.png,flip_x,"0.0,1.0,1.0,0.0","0,0,0,0","Good_layer:0.4798,Ditch:0.4851,Crater:0.4719,Waves:0.4976"
1,5,277_116_box_4.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2097,Ditch:0.4523,Crater:0.7270,Waves:0.3041"
1,5,1982_119_box_3.png,combo,"0.0,0.0,1.0,0.0","1,1,1,1","Good_layer:0.8399,Ditch:0.6684,Crater:0.7240,Waves:0.5038"
1,5,148_278_box_4.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4900,Ditch:0.1988,Crater:0.3651,Waves:0.4070"
1,5,2301_138_box_7.png,flip_y,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.3955,Ditch:0.5337,Crater:0.5439,Waves:0.3375"
1,5,13_335_box_5.png,none,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.3290,Ditch:0.4633,Crater:0.5658,Waves:0.4872"
1,5,338_295_box_1.png,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.3553,Ditch:0.4769,Crater:0.5116,Waves:0.3945"
1,5,2118_46_box_5.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.4789,Ditch:0.4242,Crater:0.3561,Waves:0.5736"
1,5,05_146_box_5.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5331,Ditch:0.3805,Crater:0.4106,Waves:0.4237"
1,5,2383_46_box_2.png,flip_x,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4870,Ditch:0.4178,Crater:0.4551,Waves:0.4341"
1,5,2523_38_box_4.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4896,Ditch:0.3976,Crater:0.4050,Waves:0.4414"
1,5,2113_18_box_4.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6351,Ditch:0.3584,Crater:0.3114,Waves:0.4362"
1,5,2547_336_box_0.png,none,"1.0,0.0,0.0,0.0","0,0,1,0","Good_layer:0.4408,Ditch:0.4998,Crater:0.5143,Waves:0.4680"
1,5,1717_129_box_7.png,none,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.1603,Ditch:0.5081,Crater:0.6787,Waves:0.1532"
1,5,1777_330_box_7.png,flip_x,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.0435,Ditch:0.2715,Crater:0.5779,Waves:0.2301"
1,5,2243_290_box_7.png,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.3579,Ditch:0.4245,Crater:0.5664,Waves:0.5612"
1,5,920_251_box_0.png,none,"1.0,0.0,0.0,0.0","0,0,0,1","Good_layer:0.4892,Ditch:0.3902,Crater:0.3800,Waves:0.5317"
1,5,803_163_box_7.png,none,"0.0,1.0,0.0,0.0","0,0,0,0","Good_layer:0.4706,Ditch:0.3489,Crater:0.4724,Waves:0.3282"
1,5,645_163_box_1.png,flip_x,"0.0,1.0,0.0,0.0","0,1,0,1","Good_layer:0.1707,Ditch:0.6118,Crater:0.3073,Waves:0.6458"
1,5,1850_07_box_7.png,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4100,Ditch:0.2422,Crater:0.4392,Waves:0.3122"
1,5,672_170_box_4.png,flip_x,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.4276,Ditch:0.5157,Crater:0.3624,Waves:0.4703"
1,5,1923_267_box_1.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5704,Ditch:0.2625,Crater:0.3169,Waves:0.4657"
1,5,198_221_box_2.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5080,Ditch:0.3517,Crater:0.3825,Waves:0.3758"
1,5,1635_160_box_2.png,rotate180,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.3549,Ditch:0.4195,Crater:0.5580,Waves:0.3484"
1,5,1500_211_box_2.png,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5800,Ditch:0.4043,Crater:0.2343,Waves:0.3067"
1,6,1392_327_box_4.png,flip_y,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.2872,Ditch:0.5330,Crater:0.5205,Waves:0.4564"
1,6,38_48_box_6.png,flip_x,"0.0,0.0,0.0,1.0","1,0,0,1","Good_layer:0.5253,Ditch:0.2816,Crater:0.4640,Waves:0.5775"
1,6,1336_326_box_3.png,none,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.2730,Ditch:0.4349,Crater:0.4802,Waves:0.4302"
1,6,1539_18_box_0.png,flip_y,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.3252,Ditch:0.4970,Crater:0.5575,Waves:0.4082"
1,6,572_40_box_4.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.4497,Ditch:0.4364,Crater:0.4393,Waves:0.5411"
1,6,1511_325_box_4.png,none,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.3724,Ditch:0.3855,Crater:0.5816,Waves:0.3999"
1,6,579_49_box_4.png,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4563,Ditch:0.4204,Crater:0.4239,Waves:0.4874"
1,6,1225_35_box_3.png,flip_y,"0.0,0.0,0.0,1.0","1,0,0,1","Good_layer:0.5049,Ditch:0.2140,Crater:0.2426,Waves:0.5116"
