Epoch,Batch,Filename,Augmentation,True Labels,Predicted Labels,Probabilities
1,2,1677_49_box_5.ply,none,"0.0,0.0,0.0,1.0","1,1,1,0","Good_layer:0.5422,Ditch:0.5598,Crater:0.5894,Waves:0.2379"
1,2,196_139_box_2.ply,none,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.3784,Ditch:0.6093,Crater:0.4804,Waves:0.4418"
1,2,1046_271_box_7.ply,none,"1.0,0.0,0.0,0.0","0,0,1,1","Good_layer:0.3254,Ditch:0.2999,Crater:0.5104,Waves:0.5488"
1,2,668_36_box_2.ply,none,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.4575,Ditch:0.4724,Crater:0.5831,Waves:0.4381"
1,2,1994_279_box_6.ply,none,"1.0,0.0,0.0,0.0","0,0,1,1","Good_layer:0.4373,Ditch:0.3940,Crater:0.5370,Waves:0.5382"
1,2,1851_167_box_6.ply,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.3358,Ditch:0.4799,Crater:0.5174,Waves:0.5639"
1,2,1925_304_box_5.ply,none,"0.0,0.0,1.0,0.0","1,1,1,0","Good_layer:0.5265,Ditch:0.5569,Crater:0.7035,Waves:0.2987"
1,2,2591_48_box_0.ply,combo,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.3629,Ditch:0.3967,Crater:0.5525,Waves:0.6482"
1,2,378_265_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.5306,Ditch:0.4703,Crater:0.2894,Waves:0.5453"
1,2,856_277_box_6.ply,none,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.3072,Ditch:0.3482,Crater:0.5265,Waves:0.4377"
1,2,878_70_box_5.ply,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.4061,Ditch:0.3534,Crater:0.5547,Waves:0.5310"
1,2,1224_48_box_5.ply,combo,"0.0,0.0,0.0,1.0","1,1,0,1","Good_layer:0.5076,Ditch:0.5393,Crater:0.4849,Waves:0.5377"
1,2,966_10_box_0.ply,none,"0.0,1.0,0.0,0.0","0,1,0,1","Good_layer:0.3554,Ditch:0.5877,Crater:0.4941,Waves:0.5389"
1,2,1259_175_box_6.ply,combo,"0.0,1.0,1.0,0.0","1,0,1,1","Good_layer:0.5299,Ditch:0.3705,Crater:0.5437,Waves:0.6666"
1,2,1240_164_box_6.ply,none,"0.0,1.0,1.0,0.0","1,0,1,0","Good_layer:0.5875,Ditch:0.2652,Crater:0.6239,Waves:0.1825"
1,2,2482_247_box_2.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.4755,Ditch:0.6251,Crater:0.3285,Waves:0.4098"
1,2,1225_35_box_3.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.3446,Ditch:0.4568,Crater:0.6833,Waves:0.6594"
1,2,2098_310_box_4.ply,combo,"0.0,0.0,1.0,0.0","1,1,1,1","Good_layer:0.8201,Ditch:0.5206,Crater:0.7865,Waves:0.6599"
1,2,1635_160_box_2.ply,jitter,"0.0,0.0,0.0,1.0","1,0,1,0","Good_layer:0.6145,Ditch:0.3372,Crater:0.5725,Waves:0.4243"
1,2,1166_40_box_3.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.3822,Ditch:0.3159,Crater:0.3575,Waves:0.4807"
1,2,568_48_box_4.ply,jitter,"0.0,0.0,0.0,1.0","0,1,0,1","Good_layer:0.4539,Ditch:0.5266,Crater:0.4870,Waves:0.6004"
1,2,2136_257_box_4.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4654,Ditch:0.3952,Crater:0.2351,Waves:0.3322"
1,2,2447_297_box_5.ply,none,"0.0,0.0,1.0,0.0","1,1,0,1","Good_layer:0.5619,Ditch:0.5023,Crater:0.4754,Waves:0.6074"
1,2,785_82_box_7.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.4311,Ditch:0.5055,Crater:0.3960,Waves:0.4888"
1,2,1106_15_box_2.ply,none,"1.0,0.0,0.0,0.0","0,1,0,1","Good_layer:0.4574,Ditch:0.5225,Crater:0.4428,Waves:0.5313"
1,2,826_168_box_2.ply,none,"0.0,0.0,1.0,0.0","1,0,0,1","Good_layer:0.5098,Ditch:0.2847,Crater:0.4402,Waves:0.6580"
1,2,2091_240_box_2.ply,none,"1.0,0.0,0.0,0.0","0,0,0,1","Good_layer:0.4557,Ditch:0.4632,Crater:0.2553,Waves:0.5624"
1,2,2404_249_box_7.ply,combo,"0.0,1.0,0.0,0.0","1,1,1,1","Good_layer:0.5845,Ditch:0.6274,Crater:0.5705,Waves:0.5353"
1,3,1322_252_box_7.ply,none,"1.0,0.0,0.0,0.0","0,0,1,0","Good_layer:0.4600,Ditch:0.4553,Crater:0.5204,Waves:0.3156"
1,3,540_33_box_2.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.4109,Ditch:0.3022,Crater:0.4587,Waves:0.3719"
1,3,487_283_box_5.ply,none,"1.0,0.0,0.0,0.0","0,0,1,0","Good_layer:0.4423,Ditch:0.4090,Crater:0.5605,Waves:0.2580"
1,3,574_176_box_7.ply,none,"0.0,1.0,0.0,0.0","1,0,1,0","Good_layer:0.6253,Ditch:0.3008,Crater:0.5005,Waves:0.3838"
1,3,2383_46_box_2.ply,jitter,"0.0,0.0,0.0,1.0","0,1,1,1","Good_layer:0.3450,Ditch:0.5706,Crater:0.6749,Waves:0.6295"
1,3,1496_40_box_1.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.4297,Ditch:0.3828,Crater:0.5175,Waves:0.4629"
1,3,866_136_box_6.ply,none,"0.0,1.0,0.0,0.0","0,1,1,1","Good_layer:0.4997,Ditch:0.5578,Crater:0.5689,Waves:0.5269"
1,3,116_16_box_1.ply,none,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.6503,Ditch:0.3593,Crater:0.3871,Waves:0.4644"
1,3,1152_216_box_3.ply,flip_x,"0.0,1.0,0.0,0.0","1,1,0,1","Good_layer:0.5341,Ditch:0.5638,Crater:0.4223,Waves:0.5037"
1,3,1048_84_box_3.ply,flip_x,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.4019,Ditch:0.4278,Crater:0.4650,Waves:0.4102"
1,3,2493_287_box_3.ply,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.3100,Ditch:0.4993,Crater:0.6801,Waves:0.5369"
1,3,2560_243_box_3.ply,none,"1.0,0.0,0.0,0.0","1,1,0,1","Good_layer:0.5707,Ditch:0.5030,Crater:0.4823,Waves:0.5502"
1,3,460_116_box_0.ply,rotate180,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0661,Ditch:0.9549,Crater:0.8481,Waves:0.3545"
1,3,1095_222_box_6.ply,combo,"0.0,1.0,0.0,0.0","0,0,0,1","Good_layer:0.4604,Ditch:0.4259,Crater:0.4754,Waves:0.5792"
1,3,1204_246_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,1,0","Good_layer:0.6162,Ditch:0.4575,Crater:0.5773,Waves:0.4917"
1,3,617_41_box_2.ply,combo,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.3524,Ditch:0.4120,Crater:0.5850,Waves:0.4152"
1,3,1986_24_box_1.ply,flip_x,"0.0,1.0,0.0,0.0","0,0,0,1","Good_layer:0.4792,Ditch:0.3304,Crater:0.3337,Waves:0.6837"
1,3,42_38_box_5.ply,combo,"0.0,0.0,0.0,1.0","0,1,1,0","Good_layer:0.3112,Ditch:0.7372,Crater:0.5887,Waves:0.4303"
1,3,2011_222_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,1,1","Good_layer:0.5959,Ditch:0.3921,Crater:0.5418,Waves:0.6934"
1,3,2105_274_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6242,Ditch:0.3502,Crater:0.4934,Waves:0.2159"
1,3,1858_244_box_0.ply,none,"1.0,0.0,0.0,0.0","1,1,0,0","Good_layer:0.6218,Ditch:0.5164,Crater:0.1892,Waves:0.4960"
1,3,1431_290_box_0.ply,combo,"0.0,0.0,1.0,0.0","0,1,1,1","Good_layer:0.3602,Ditch:0.6612,Crater:0.6510,Waves:0.6197"
1,3,1323_330_box_4.ply,none,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.3157,Ditch:0.4754,Crater:0.7498,Waves:0.4224"
1,3,195_38_box_7.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4183,Ditch:0.4504,Crater:0.4652,Waves:0.4751"
1,3,1519_36_box_6.ply,jitter,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.4550,Ditch:0.4630,Crater:0.7148,Waves:0.4151"
1,3,1260_215_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.6246,Ditch:0.4959,Crater:0.4556,Waves:0.6534"
1,3,1092_217_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.5333,Ditch:0.3817,Crater:0.4466,Waves:0.5806"
1,3,1388_243_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,1,1","Good_layer:0.5208,Ditch:0.4251,Crater:0.5035,Waves:0.5475"
1,3,320_27_box_6.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3062,Ditch:0.3890,Crater:0.3994,Waves:0.6317"
1,3,617_41_box_2.ply,rotate180,"0.0,0.0,0.0,1.0","0,1,1,1","Good_layer:0.4232,Ditch:0.5204,Crater:0.5055,Waves:0.5050"
1,3,1317_265_box_1.ply,none,"1.0,0.0,0.0,0.0","1,1,0,0","Good_layer:0.5043,Ditch:0.5310,Crater:0.1632,Waves:0.4682"
1,3,853_02_box_5.ply,none,"1.0,0.0,0.0,0.0","0,0,0,1","Good_layer:0.4645,Ditch:0.4236,Crater:0.4683,Waves:0.6249"
1,4,1278_189_box_0.ply,jitter,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.5238,Ditch:0.4254,Crater:0.4384,Waves:0.3863"
1,4,2592_336_box_6.ply,flip_x,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.3465,Ditch:0.3899,Crater:0.5924,Waves:0.4890"
1,4,1095_222_box_6.ply,jitter,"0.0,1.0,0.0,0.0","1,0,0,1","Good_layer:0.5625,Ditch:0.2554,Crater:0.4153,Waves:0.5463"
1,4,2415_46_box_0.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.2784,Ditch:0.3291,Crater:0.4507,Waves:0.5506"
1,4,1789_164_box_4.ply,combo,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.3133,Ditch:0.5178,Crater:0.6497,Waves:0.4389"
1,4,2580_267_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7213,Ditch:0.3384,Crater:0.2177,Waves:0.3346"
1,4,819_73_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,1","Good_layer:0.6204,Ditch:0.3238,Crater:0.4050,Waves:0.5578"
1,4,1656_139_box_1.ply,jitter,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.2065,Ditch:0.5359,Crater:0.4412,Waves:0.4581"
1,4,1109_48_box_7.ply,jitter,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.4917,Ditch:0.3157,Crater:0.5150,Waves:0.6130"
1,4,631_82_box_6.ply,combo,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.3309,Ditch:0.4717,Crater:0.6487,Waves:0.4830"
1,4,1379_232_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7842,Ditch:0.3889,Crater:0.2342,Waves:0.2639"
1,4,1356_40_box_5.ply,none,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5885,Ditch:0.3545,Crater:0.4912,Waves:0.3503"
1,4,1032_41_box_6.ply,rotate180,"0.0,0.0,0.0,1.0","1,0,1,0","Good_layer:0.5171,Ditch:0.4051,Crater:0.5003,Waves:0.4092"
1,4,236_198_box_7.ply,jitter,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.3727,Ditch:0.5593,Crater:0.4455,Waves:0.4520"
1,4,201_83_box_7.ply,none,"1.0,0.0,0.0,0.0","0,0,0,1","Good_layer:0.3804,Ditch:0.3381,Crater:0.4737,Waves:0.5606"
1,4,1323_330_box_4.ply,rotate180,"0.0,1.0,1.0,0.0","0,1,1,1","Good_layer:0.3186,Ditch:0.7790,Crater:0.8545,Waves:0.5801"
1,4,1051_128_box_1.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2282,Ditch:0.4673,Crater:0.7114,Waves:0.4925"
1,4,2428_254_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.5662,Ditch:0.2903,Crater:0.3265,Waves:0.4244"
1,4,1527_129_box_0.ply,combo,"0.0,1.0,0.0,0.0","0,1,1,1","Good_layer:0.2155,Ditch:0.5307,Crater:0.6887,Waves:0.6227"
1,4,1311_263_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7252,Ditch:0.4444,Crater:0.4708,Waves:0.3546"
1,4,284_203_box_6.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4432,Ditch:0.3269,Crater:0.3783,Waves:0.4943"
1,4,192_310_box_6.ply,none,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.0654,Ditch:0.9618,Crater:0.8508,Waves:0.1156"
1,4,959_48_box_2.ply,none,"0.0,0.0,0.0,1.0","1,0,0,1","Good_layer:0.5275,Ditch:0.3160,Crater:0.4143,Waves:0.6762"
1,4,1733_35_box_2.ply,none,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3604,Ditch:0.3649,Crater:0.4503,Waves:0.6889"
1,4,377_33_box_6.ply,combo,"0.0,0.0,0.0,1.0","0,0,1,1","Good_layer:0.4633,Ditch:0.3899,Crater:0.5400,Waves:0.6778"
1,4,623_257_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7145,Ditch:0.4243,Crater:0.3379,Waves:0.4585"
1,4,1403_247_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6491,Ditch:0.3539,Crater:0.4246,Waves:0.3593"
1,4,849_88_box_6.ply,none,"0.0,0.0,1.0,0.0","1,0,0,0","Good_layer:0.5110,Ditch:0.3638,Crater:0.3855,Waves:0.4164"
1,4,2394_33_box_7.ply,flip_x,"0.0,0.0,0.0,1.0","0,1,1,0","Good_layer:0.4150,Ditch:0.5174,Crater:0.5048,Waves:0.4112"
1,4,1184_142_box_7.ply,none,"0.0,0.0,1.0,0.0","1,1,0,0","Good_layer:0.5741,Ditch:0.5080,Crater:0.4034,Waves:0.4542"
1,4,191_185_box_3.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.3742,Ditch:0.4563,Crater:0.5604,Waves:0.4903"
1,4,472_305_box_4.ply,none,"0.0,0.0,1.0,0.0","0,1,1,1","Good_layer:0.1220,Ditch:0.6649,Crater:0.5375,Waves:0.6148"
1,5,1295_288_box_7.ply,none,"0.0,0.0,1.0,0.0","0,1,0,0","Good_layer:0.4504,Ditch:0.5532,Crater:0.4812,Waves:0.4580"
1,5,1361_270_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8599,Ditch:0.3948,Crater:0.1184,Waves:0.3077"
1,5,1726_177_box_3.ply,jitter,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.6465,Ditch:0.4467,Crater:0.2162,Waves:0.3874"
1,5,243_240_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7880,Ditch:0.2417,Crater:0.2256,Waves:0.3486"
1,5,1901_42_box_1.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.3775,Ditch:0.4273,Crater:0.4067,Waves:0.6204"
1,5,1454_298_box_6.ply,none,"1.0,0.0,0.0,0.0","0,0,1,1","Good_layer:0.2892,Ditch:0.4030,Crater:0.5360,Waves:0.5545"
1,5,1545_188_box_5.ply,combo,"0.0,1.0,0.0,0.0","0,0,0,1","Good_layer:0.3304,Ditch:0.2683,Crater:0.4586,Waves:0.5679"
1,5,1032_41_box_6.ply,jitter,"0.0,0.0,0.0,1.0","1,0,0,1","Good_layer:0.5457,Ditch:0.4392,Crater:0.3755,Waves:0.5419"
1,5,1497_10_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7081,Ditch:0.3104,Crater:0.3652,Waves:0.3124"
1,5,2322_29_box_6.ply,none,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5438,Ditch:0.3100,Crater:0.3973,Waves:0.4509"
1,5,1676_200_box_5.ply,rotate180,"0.0,1.0,0.0,0.0","0,0,0,0","Good_layer:0.2871,Ditch:0.4454,Crater:0.4168,Waves:0.4664"
1,5,931_42_box_0.ply,rotate180,"0.0,0.0,0.0,1.0","1,1,0,1","Good_layer:0.5016,Ditch:0.5126,Crater:0.3584,Waves:0.5362"
1,5,2021_265_box_4.ply,none,"1.0,0.0,0.0,0.0","1,1,0,0","Good_layer:0.7518,Ditch:0.5244,Crater:0.1894,Waves:0.3364"
1,5,546_318_box_6.ply,jitter,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2627,Ditch:0.4588,Crater:0.5537,Waves:0.4202"
1,5,959_48_box_2.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.4357,Ditch:0.4072,Crater:0.3759,Waves:0.6171"
1,5,2460_40_box_2.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.1754,Ditch:0.4054,Crater:0.4832,Waves:0.4584"
1,5,211_52_box_2.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.2670,Ditch:0.5809,Crater:0.4304,Waves:0.4484"
1,5,1658_39_box_5.ply,flip_x,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.6224,Ditch:0.4391,Crater:0.3858,Waves:0.4628"
1,5,1319_93_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.2558,Ditch:0.4963,Crater:0.6782,Waves:0.3586"
1,5,1468_263_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7950,Ditch:0.4933,Crater:0.2905,Waves:0.2387"
1,5,1156_219_box_6.ply,none,"0.0,1.0,0.0,0.0","1,0,0,1","Good_layer:0.6355,Ditch:0.4344,Crater:0.4041,Waves:0.5216"
1,5,1015_101_box_3.ply,jitter,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.0672,Ditch:0.3823,Crater:0.8266,Waves:0.2740"
1,5,38_48_box_6.ply,none,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.5275,Ditch:0.4267,Crater:0.3922,Waves:0.2465"
1,5,1474_170_box_5.ply,none,"0.0,1.0,0.0,0.0","0,0,1,1","Good_layer:0.3191,Ditch:0.3593,Crater:0.7032,Waves:0.5106"
1,5,2394_33_box_7.ply,combo,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.6000,Ditch:0.3098,Crater:0.3451,Waves:0.4887"
1,5,2307_201_box_0.ply,none,"1.0,0.0,0.0,0.0","1,1,0,0","Good_layer:0.6055,Ditch:0.5242,Crater:0.2944,Waves:0.4441"
1,5,930_187_box_0.ply,none,"0.0,1.0,0.0,0.0","0,1,1,1","Good_layer:0.0612,Ditch:0.8808,Crater:0.9535,Waves:0.5903"
1,5,1287_98_box_4.ply,flip_x,"0.0,1.0,1.0,0.0","0,1,1,1","Good_layer:0.1501,Ditch:0.6557,Crater:0.8883,Waves:0.5689"
1,5,2355_337_box_4.ply,jitter,"0.0,1.0,0.0,0.0","0,0,1,1","Good_layer:0.4759,Ditch:0.3076,Crater:0.6156,Waves:0.5582"
1,5,2361_216_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6261,Ditch:0.4632,Crater:0.3105,Waves:0.2227"
1,5,457_52_box_0.ply,combo,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.4285,Ditch:0.3739,Crater:0.5961,Waves:0.5340"
1,5,1310_328_box_6.ply,none,"0.0,0.0,1.0,0.0","0,0,1,1","Good_layer:0.4356,Ditch:0.4970,Crater:0.6799,Waves:0.5252"
1,6,1765_46_box_6.ply,combo,"0.0,0.0,0.0,1.0","0,1,1,0","Good_layer:0.1968,Ditch:0.5535,Crater:0.6237,Waves:0.2978"
1,6,1860_217_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7620,Ditch:0.4198,Crater:0.2694,Waves:0.4432"
1,6,2193_272_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7817,Ditch:0.2839,Crater:0.1303,Waves:0.2774"
1,6,1305_38_box_6.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1938,Ditch:0.4414,Crater:0.4421,Waves:0.5279"
1,6,2092_293_box_3.ply,jitter,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.1075,Ditch:0.5175,Crater:0.8443,Waves:0.2024"
1,6,78_253_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7788,Ditch:0.4035,Crater:0.1158,Waves:0.3398"
